answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>54</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>111. <div class=""paragraph"">A rectangular carpet is 9 feet long and 6 feet wide. What is the area of the carpet in square feet?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>15</span></span></div>
<div>B. <span class=""itemtext""><span>27</span></span></div>
<div>C. <span class=""itemtext""><span>30</span></span></div>
<div>D. <span class=""itemtext""><span>54</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #17 M023401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>4</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>112. <div class=""paragraph"">If  1 1/3 cups of flour are needed for a batch of cookies, how many cups of flour will be needed for 3 batches?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span> 4 1/3</span></span></div>
<div>B. <span class=""itemtext""><span>4</span></span></div>
<div>C. <span class=""itemtext""><span>3</span></span></div>
<div>D. <span class=""itemtext""><span>2 2/3</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M7 #6 M045001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>29</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>113. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Three overlapping pictures hung up by tacks. The first picture has 1 tack, and is overlapped by picture 2 with 1 tack. Picture 2 is overlapped by picture 3 which has 2 tacks."" class=""inln_img"" height=""146"" src=""./MathHard_files/ItemResource(227)"" title=""Three overlapping pictures hung up by tacks. The first picture has 1 tack, and is overlapped by picture 2 with 1 tack. Picture 2 is overlapped by picture 3 which has 2 tacks."" width=""342""/></div></div></div><div class=""paragraph"">Children's pictures are to be hung in a line as shown in the figure above. Pictures that are hung next to each other share a tack. How many tacks are needed to hang 28 pictures in this way?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>27</span></span></div>
<div>B. <span class=""itemtext""><span>28</span></span></div>
<div>C. <span class=""itemtext""><span>29</span></span></div>
<div>D. <span class=""itemtext""><span>56</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M7 #8 M045201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>70</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>114. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Map showing Oakdale and Oldtown to the west of Newtown, which is the center point, as well as Millton and Fenton which are to the east of Newtown."" class=""inln_img"" height=""267"" src=""./MathHard_files/ItemResource(228)"" title=""Map showing Oakdale and Oldtown to the west of Newtown, which is the center point, as well as Millton and Fenton which are to the east of Newtown."" width=""522""/></div></div></div><div class=""paragraph"">Based on the map above, about how many miles is the shortest route from Oakdale to Fenton?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>100</span></span></div>
<div>B. <span class=""itemtext""><span>70</span></span></div>
<div>C. <span class=""itemtext""><span>40</span></span></div>
<div>D. <span class=""itemtext""><span>20</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M12 #4 M041601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img alt=""Capital letter N"" height=""47"" src=""./MathHard_files/ItemResource(233)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Capital letter N"" width=""35""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>115. <div class=""paragraph"">Which letter has two parallel lines?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""Capital letter A"" height=""49"" src=""./MathHard_files/ItemResource(229)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Capital letter A"" width=""47""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""Capital letter T"" height=""49"" src=""./MathHard_files/ItemResource(230)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Capital letter T"" width=""43""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Capital letter K"" height=""50"" src=""./MathHard_files/ItemResource(231)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Capital letter K"" width=""36""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Capital letter N"" height=""47"" src=""./MathHard_files/ItemResource(232)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Capital letter N"" width=""35""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M12 #6 M041801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>6 x 24 = <img alt=""box"" height=""16"" src=""./MathHard_files/ItemResource(238)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""box"" width=""17""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>116. <div class=""paragraph"">Marlene made 6 batches of muffins. There were 24 muffins in each batch. Which of the following number sentences could be used to find the number of muffins she made?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>6 x <img alt=""box"" height=""16"" src=""./MathHard_files/ItemResource(234)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""box"" width=""17""> = 24</img></span></span></div>
<div>B. <span class=""itemtext""><span>6 + 24 = <img alt=""box"" height=""16"" src=""./MathHard_files/ItemResource(235)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""box"" width=""17""/></span></span></div>
<div>C. <span class=""itemtext""><span>6 + <img alt=""box"" height=""16"" src=""./MathHard_files/ItemResource(236)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""box"" width=""17""> = 24</img></span></span></div>
<div>D. <span class=""itemtext""><span>6 x 24 = <img alt=""box"" height=""16"" src=""./MathHard_files/ItemResource(237)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""box"" width=""17""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M14 #5 M044001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>$0.05</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>117. <div class=""paragraph"">A package of birdseed costs $2.58 for 2 pounds. A package of sunflower seeds costs $3.72 for 3 pounds. What is the difference in the cost <span class=""stressed_text_3"">per pound</span>?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$0.05</span></span></div>
<div>B. <span class=""itemtext""><span>$1.14</span></span></div>
<div>C. <span class=""itemtext""><span>$1.24</span></span></div>
<div>D. <span class=""itemtext""><span>$1.29</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M14 #9 M044301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>40</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>118. <div class=""paragraph"">From a shipment of 500 batteries, a sample of 25 was selected at random and tested. If 2 batteries in the sample were found to be dead, how many dead batteries would be expected in the entire shipment?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>10</span></span></div>
<div>B. <span class=""itemtext""><span>20</span></span></div>
<div>C. <span class=""itemtext""><span>30</span></span></div>
<div>D. <span class=""itemtext""><span>40</span></span></div>
<div>E. <span class=""itemtext""><span>50</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M5 #18 M023501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>275</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>119. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Circle graph with 37 degrees of the circle shaded."" class=""inln_img"" height=""150"" src=""./MathHard_files/ItemResource(239)"" title=""Circle graph with 37 degrees of the circle shaded."" width=""139""/></div></div></div><div class=""paragraph"">The entire circle shown above represents a total of 2,675 radios sold. Of the following, which is the best approximation of the number of radios represented by the shaded sector of the circle?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>70</span></span></div>
<div>B. <span class=""itemtext""><span>275</span></span></div>
<div>C. <span class=""itemtext""><span>985</span></span></div>
<div>D. <span class=""itemtext""><span>25,880</span></span></div>
<div>E. <span class=""itemtext""><span>98,420</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M12 #4 M053801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>$6,180</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>120. <div class=""paragraph"">Ken bought a used car for $5,375. He had to pay an additional 15 percent of the purchase price to cover both sales tax and extra fees. Of the following, which is closest to the <span class=""stressed_text_3"">total</span> amount Ken paid?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$806</span></span></div>
<div>B. <span class=""itemtext""><span>$5,510</span></span></div>
<div>C. <span class=""itemtext""><span>$5,760</span></span></div>
<div>D. <span class=""itemtext""><span>$5,940</span></span></div>
<div>E. <span class=""itemtext""><span>$6,180</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M12 #5 M053901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>A diagonal of the rectangle</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>121. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Rectangle ABCD made up of two triangles, triangle ABC and triangle ADC."" class=""inln_img"" height=""106"" src=""./MathHard_files/ItemResource(240)"" title=""Rectangle ABCD made up of two triangles, triangle ABC and triangle ADC."" width=""158""/></div></div></div><div class=""paragraph"">In the rectangle above, the intersection of <img alt=""Triangle ABC"" height=""20"" src=""./MathHard_files/ItemResource(241)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Triangle ABC"" width=""37""> and <img alt=""Triangle ADC"" height=""20"" src=""./MathHard_files/ItemResource(242)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Triangle ADC"" width=""38""> is which of the following?</img></img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>A right angle</span></span></div>
<div>B. <span class=""itemtext""><span>A vertex of the rectangle</span></span></div>
<div>C. <span class=""itemtext""><span>A diagonal of the rectangle</span></span></div>
<div>D. <span class=""itemtext""><span>A pair of parallel sides</span></span></div>
<div>E. <span class=""itemtext""><span>A pair of perpendicular sides</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1992-8M12 #8 M054201</span></div></div>"
