answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>9 inches</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>183. <div class=""paragraph"">The perimeter of a square is 36 inches. What is the length of one side of the square?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4 inches</span></span></div>
<div>B. <span class=""itemtext""><span>6 inches</span></span></div>
<div>C. <span class=""itemtext""><span>9 inches</span></span></div>
<div>D. <span class=""itemtext""><span>18 inches</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #10 M018101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>48</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>184. <div class=""paragraph"">Six students bought exactly enough pens to share equally among themselves. Which of the following could be the number of pens they bought?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>46</span></span></div>
<div>B. <span class=""itemtext""><span>48</span></span></div>
<div>C. <span class=""itemtext""><span>50</span></span></div>
<div>D. <span class=""itemtext""><span>52</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #11 M018401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>2</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>185. <div class=""paragraph"">Carl has 3 empty egg cartons and 34 eggs. If each carton holds 12 eggs, how many more eggs are needed to fill all 3 cartons?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2</span></span></div>
<div>B. <span class=""itemtext""><span>3</span></span></div>
<div>C. <span class=""itemtext""><span>4</span></span></div>
<div>D. <span class=""itemtext""><span>6</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #12 M017901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Two circles"" height=""23"" src=""./MathEasy_files/ItemResource(332)"" title=""Two circles"" width=""40""/></span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>186. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Scale with 2 squares along with a triangle on the left and 7 circles on the right"" class=""inln_img"" height=""95"" src=""./MathEasy_files/ItemResource(324)"" title=""Scale with 2 squares along with a triangle on the left and 7 circles on the right"" width=""380""/></div></div></div><div class=""paragraph"">The objects on the scale above make it balance exactly. According to this scale, if <img alt=""Triangle"" height=""21"" src=""./MathEasy_files/ItemResource(325)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Triangle"" width=""25""> balances <img alt=""Three circles"" height=""26"" src=""./MathEasy_files/ItemResource(326)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Three circles"" width=""58""> , then <img alt=""Square"" height=""19"" src=""./MathEasy_files/ItemResource(327)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Square"" width=""19""> balances which of the following?</img></img></img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""One circle"" height=""21"" src=""./MathEasy_files/ItemResource(328)"" title=""One circle"" width=""21""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Two circles"" height=""23"" src=""./MathEasy_files/ItemResource(329)"" title=""Two circles"" width=""40""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Three circles"" height=""25"" src=""./MathEasy_files/ItemResource(330)"" title=""Three circles"" width=""57""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Four circles"" height=""23"" src=""./MathEasy_files/ItemResource(331)"" title=""Four circles"" width=""76""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #13 M018301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><img align=""top"" alt=""A net of 6 squares that can not be folded into a cube."" height=""50"" src=""./MathEasy_files/ItemResource(337)"" title=""A net of 6 squares that can not be folded into a cube."" width=""97""/></span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>187. <div class=""paragraph"">Which of the following could NOT be folded into a cube?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""A net of 6 squares that can be folded into a cube."" height=""96"" src=""./MathEasy_files/ItemResource(333)"" title=""A net of 6 squares that can be folded into a cube."" width=""77""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""A net of 6 squares that can not be folded into a cube."" height=""50"" src=""./MathEasy_files/ItemResource(334)"" title=""A net of 6 squares that can not be folded into a cube."" width=""97""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""A net of 6 squares that can be folded into a cube."" height=""72"" src=""./MathEasy_files/ItemResource(335)"" title=""A net of 6 squares that can be folded into a cube."" width=""97""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""A net of 6 squares that can be folded into a cube."" height=""96"" src=""./MathEasy_files/ItemResource(336)"" title=""A net of 6 squares that can be folded into a cube."" width=""73""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #14 M018001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle with unequal sides"" height=""115"" src=""./MathEasy_files/ItemResource(342)"" title=""Rectangle with unequal sides"" width=""57""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>188. <div class=""paragraph"">Alan says that if a figure has four sides, it must be a rectangle. Gina does not agree. Which of the following figures shows that Gina is correct?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle"" height=""96"" src=""./MathEasy_files/ItemResource(338)"" title=""Rectangle"" width=""30""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Circle"" height=""77"" src=""./MathEasy_files/ItemResource(339)"" title=""Circle"" width=""60""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Triangle"" height=""67"" src=""./MathEasy_files/ItemResource(340)"" title=""Triangle"" width=""99""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Rectangle with unequal sides"" height=""115"" src=""./MathEasy_files/ItemResource(341)"" title=""Rectangle with unequal sides"" width=""57""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #15 M046401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>0, 1, 2, 3, 4</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>189. <div class=""paragraph"">What are all the whole numbers that make 8 - <img alt=""Box"" height=""19"" src=""./MathEasy_files/ItemResource(343)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""Box"" width=""19""> &gt; 3 true?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>0, 1, 2, 3, 4, 5</span></span></div>
<div>B. <span class=""itemtext""><span>0, 1, 2, 3, 4</span></span></div>
<div>C. <span class=""itemtext""><span>0, 1, 2</span></span></div>
<div>D. <span class=""itemtext""><span>5</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #20 M018701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>(5,-4)</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>190. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Square on x/y axis with coordinates on 3 points, point A is at -2,3; point B is at 5,3 and point D is at -2, -4."" class=""inln_img"" height=""143"" src=""./MathEasy_files/ItemResource(344)"" title=""Square on x/y axis with coordinates on 3 points, point A is at -2,3; point B is at 5,3 and point D is at -2, -4."" width=""172""/></div></div></div><div class=""paragraph"">In the figure above, if <span class=""inline_variable"">ABCD</span> is a square, then the coordinates of vertex <span class=""inline_variable"">C</span> are</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>(4,5)</span></span></div>
<div>B. <span class=""itemtext""><span>(3,-4)</span></span></div>
<div>C. <span class=""itemtext""><span>(3,-2)</span></span></div>
<div>D. <span class=""itemtext""><span>(5,-4)</span></span></div>
<div>E. <span class=""itemtext""><span>(5,-2)</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #26 M018801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>79,200</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>191. <div class=""paragraph"">1 mile = 5,280 feet
</div><div class=""paragraph"">How many feet are in 15 miles?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>352</span></span></div>
<div>B. <span class=""itemtext""><span>35,200</span></span></div>
<div>C. <span class=""itemtext""><span>79,200</span></span></div>
<div>D. <span class=""itemtext""><span>84,480</span></span></div>
<div>E. <span class=""itemtext""><span>89,760</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M7 #1 M012331</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>$120.15</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>192. <div class=""paragraph"">The Breakfast Barn bought 135 dozen eggs at $0.89 per dozen. What was the total cost of the eggs?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$116.75</span></span></div>
<div>B. <span class=""itemtext""><span>$120.15</span></span></div>
<div>C. <span class=""itemtext""><span>$135.89</span></span></div>
<div>D. <span class=""itemtext""><span>$151.69</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M7 #2 M011131</span></div></div>"
